block_id,block_label,block_category_str,block_eligible,in_final_sample
7795,[Block ID:]  7795 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
9477,[Block ID:]  9477 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,1
22167,[Block ID:]  22167 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
17050,[Block ID:]  17050 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,1
9012,[Block ID:]  9012 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,0
19757,[Block ID:]  19757 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,1
24951,[Block ID:]  24951 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
12789,[Block ID:]  12789 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
7749,[Block ID:]  7749 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
10801,[Block ID:]  10801 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
23525,[Block ID:]  23525 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
8801,[Block ID:]  8801 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
11966,[Block ID:]  11966 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
9397,[Block ID:]  9397 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
9140,[Block ID:]  9140 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,1
10349,[Block ID:]  10349 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
3047,[Block ID:]  3047 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
15086,[Block ID:]  15086 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
14130,[Block ID:]  14130 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
23124,[Block ID:]  23124 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,0
26164,[Block ID:]  26164 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
8625,[Block ID:]  8625 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
15192,[Block ID:]  15192 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
9565,[Block ID:]  9565 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
23928,[Block ID:]  23928 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,0
25299,[Block ID:]  25299 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
229,[Block ID:]  229 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
19492,[Block ID:]  19492 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,0
19931,[Block ID:]  19931 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
16239,[Block ID:]  16239 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,0
7319,[Block ID:]  7319 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
2949,[Block ID:]  2949 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
13556,[Block ID:]  13556 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
24523,[Block ID:]  24523 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
16610,[Block ID:]  16610 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
5758,[Block ID:]  5758 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
1707,[Block ID:]  1707 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
21250,[Block ID:]  21250 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,1
21651,[Block ID:]  21651 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
21804,[Block ID:]  21804 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
19597,[Block ID:]  19597 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
9419,[Block ID:]  9419 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
7207,[Block ID:]  7207 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
8409,[Block ID:]  8409 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,1
22262,[Block ID:]  22262 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
14945,[Block ID:]  14945 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,1
20713,[Block ID:]  20713 [Category:]  Strata 2: Low probability [Notes:] 2,Strata 2: Low probability,1,0
26176,[Block ID:]  26176 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
25700,[Block ID:]  25700 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
2387,[Block ID:]  2387 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
26014,[Block ID:]  26014 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
21430,[Block ID:]  21430 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
23300,[Block ID:]  23300 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
6033,[Block ID:]  6033 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
13800,[Block ID:]  13800 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
5791,[Block ID:]  5791 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
2115,[Block ID:]  2115 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
9919,[Block ID:]  9919 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
14156,[Block ID:]  14156 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
17600,[Block ID:]  17600 [Category:]  Strata 2: Low probability [Notes:] 3,Strata 2: Low probability,1,0
22805,[Block ID:]  22805 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
4965,[Block ID:]  4965 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
24433,[Block ID:]  24433 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
24817,[Block ID:]  24817 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
7552,[Block ID:]  7552 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
9751,[Block ID:]  9751 [Category:]  Strata 2: Low probability [Notes:] 1,Strata 2: Low probability,1,1
24868,[Block ID:]  24868 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
12115,[Block ID:]  12115 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
6421,[Block ID:]  6421 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
1269,[Block ID:]  1269 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
6123,[Block ID:]  6123 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
16760,[Block ID:]  16760 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
12405,[Block ID:]  12405 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
10414,[Block ID:]  10414 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
3916,[Block ID:]  3916 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
22813,[Block ID:]  22813 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
18058,[Block ID:]  18058 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,1
16198,[Block ID:]  16198 [Category:]  Strata 1: High probability [Notes:] NA,Strata 1: High probability,1,0
